,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,Cluster
7650,3,4,3,3,3,1,4,5,1,4,4,3,5,2,2,4,4,3,4,4,2,4,3,2,2,3,2,3,5,3,4,3,4,1,2,4,2,2,3,3,5,1,4,3,4,1,4,2,4,4,1
7651,3,1,4,1,4,1,4,1,4,1,4,3,5,2,2,3,2,1,2,2,1,4,1,5,1,4,1,4,4,4,5,1,4,3,3,1,5,1,4,5,4,0,4,1,3,1,5,4,4,5,0
7652,5,2,3,4,2,2,5,5,2,5,4,4,5,5,4,3,2,4,4,5,1,4,3,5,1,5,2,5,5,3,3,4,5,4,2,4,5,3,5,3,2,1,5,3,4,1,3,2,4,4,3
7653,2,4,2,4,2,4,1,5,2,5,3,2,5,2,4,3,3,2,4,2,2,4,2,3,3,4,2,4,3,2,4,1,5,2,3,2,5,4,4,3,2,2,4,4,3,0,1,2,4,3,1
7654,1,4,2,5,2,4,1,2,1,5,5,4,2,1,4,4,4,5,5,5,4,2,3,3,3,2,4,2,2,2,3,2,5,3,1,1,5,4,4,4,5,1,2,1,4,4,5,5,5,3,1
7655,1,3,3,3,4,2,2,3,3,3,5,1,5,1,4,5,4,5,5,5,1,5,2,4,2,5,2,2,5,3,1,4,2,4,1,5,3,3,2,2,5,2,5,1,3,1,0,4,5,5,1
7656,3,1,4,3,4,2,4,5,3,5,5,4,4,2,2,2,2,1,2,1,1,5,1,5,1,4,1,4,4,4,3,2,3,3,5,3,4,1,4,3,3,3,4,3,3,2,4,3,5,3,0
7657,1,4,3,2,4,5,4,3,2,3,4,3,5,3,2,2,2,3,1,3,1,3,1,5,1,5,3,4,5,3,3,2,4,2,2,3,3,4,4,4,2,4,4,2,3,1,4,3,3,3,2
7658,3,1,4,2,4,1,2,3,3,3,5,3,5,4,1,4,3,3,4,2,1,4,3,5,2,5,1,5,5,5,4,3,3,3,3,4,3,3,4,3,3,2,5,1,4,1,4,2,5,5,3
7659,5,4,4,2,3,3,3,2,4,4,4,3,4,3,4,2,3,2,3,2,2,3,4,4,3,3,3,5,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,1,2,2,4,2,4,2,2
7660,1,5,3,3,3,1,2,4,4,5,5,1,5,5,5,5,5,5,5,5,1,5,1,5,1,5,3,5,5,3,1,5,4,5,1,5,3,3,3,4,4,3,4,5,2,5,4,5,5,2,1
7661,5,1,4,1,4,1,2,1,5,1,4,2,5,3,4,4,3,3,4,2,1,4,3,5,1,0,1,4,5,4,3,1,5,2,3,2,5,1,4,0,4,3,5,3,5,1,5,1,4,4,0
7662,5,0,5,1,5,1,5,3,5,1,5,1,5,1,0,1,1,1,5,1,1,5,1,5,5,5,1,5,5,5,5,1,1,1,1,1,5,3,5,3,5,1,5,3,3,1,5,5,5,5,0
7663,5,3,4,2,5,3,5,3,2,3,2,5,3,3,2,3,4,3,3,2,4,5,1,4,3,3,4,5,4,3,3,4,3,5,3,5,3,3,3,5,3,2,5,2,4,2,4,1,2,5,3
7664,3,4,3,4,4,4,2,5,4,3,3,3,5,3,4,4,4,3,3,2,4,3,2,4,2,4,3,4,4,2,3,2,4,3,2,3,5,4,3,3,4,2,5,2,5,1,3,4,5,5,1
7665,2,4,3,4,2,4,1,5,1,5,1,5,3,3,3,3,2,1,3,3,2,4,5,3,3,3,2,3,3,3,4,5,5,3,1,4,3,3,1,3,3,3,4,2,3,1,3,2,4,3,2
7666,1,3,2,3,3,4,3,4,1,5,3,3,4,4,4,5,5,3,4,3,4,4,1,4,2,5,2,3,4,3,3,4,3,3,3,3,4,2,3,3,2,3,3,1,3,2,3,2,5,4,1
7667,4,1,4,2,5,2,4,2,4,2,5,4,4,2,3,4,4,3,3,3,5,4,3,3,4,5,3,4,4,4,5,3,4,3,4,4,4,3,3,3,4,3,4,3,4,3,4,3,3,4,3
7668,4,2,5,2,4,2,2,3,4,2,2,4,4,2,2,2,2,2,2,2,1,4,2,5,1,4,1,5,5,4,4,3,4,2,2,2,4,3,3,3,3,2,4,2,4,2,4,3,4,4,0
7669,3,3,3,4,3,3,1,4,3,3,4,2,2,3,1,2,2,1,2,1,3,3,2,3,3,2,3,2,3,3,3,4,2,2,2,3,3,1,3,5,2,2,2,3,3,3,3,1,4,2,2
7670,3,2,4,2,4,3,2,3,4,3,2,3,4,2,2,2,3,2,2,2,1,4,1,5,2,4,2,5,4,4,4,2,5,2,2,1,3,3,4,4,3,1,5,1,4,1,4,3,4,4,0
7671,1,4,2,5,2,5,2,5,2,5,4,4,4,2,1,2,1,1,5,4,4,2,4,1,4,2,5,2,2,2,5,2,5,3,4,2,5,2,5,4,5,1,5,2,5,2,5,5,5,4,2
7672,3,1,4,3,4,1,5,5,5,4,5,3,4,3,3,4,3,3,3,3,1,4,3,4,1,5,1,4,5,3,3,3,4,2,1,4,4,3,3,3,5,2,5,3,4,1,3,4,5,4,3
7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7674,5,1,4,1,4,1,4,1,4,4,5,3,4,4,4,5,4,4,3,2,1,4,2,4,2,3,1,4,3,3,2,5,1,4,2,4,1,2,4,1,2,1,3,2,3,2,4,2,4,4,3
7675,2,4,2,3,3,3,3,4,2,4,2,4,2,4,2,3,4,3,2,2,3,4,2,3,2,2,2,3,4,3,2,3,4,3,3,4,2,3,2,3,3,1,4,2,4,1,4,3,4,4,2
7676,4,3,5,1,5,2,4,3,4,3,2,4,2,4,3,2,2,2,2,2,1,5,1,5,1,4,2,4,4,5,5,2,5,2,2,2,4,1,4,4,5,2,4,2,5,2,4,3,5,5,0
7677,2,3,2,4,4,4,1,4,3,3,3,4,4,2,1,1,4,2,1,1,5,2,1,2,4,2,4,3,3,4,4,4,5,3,4,3,4,4,4,4,2,1,5,1,3,1,5,3,4,3,2
7678,1,5,5,1,5,5,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,1,1,1,1,5,5,5,5,1,1,5,2
7679,4,1,4,2,4,2,4,2,4,2,3,2,5,2,2,3,3,4,3,2,1,4,2,5,1,5,1,5,5,3,4,2,5,1,3,1,3,1,4,3,3,2,3,1,4,3,4,2,5,5,0
7680,1,3,3,3,3,1,1,3,3,3,1,3,5,0,1,0,3,3,1,1,1,3,1,5,1,5,3,3,5,5,5,1,5,1,3,1,3,1,5,5,3,1,5,1,5,0,5,2,1,5,0
7681,2,1,4,2,4,2,4,2,4,1,4,2,5,3,2,2,2,1,3,2,2,5,1,5,1,4,1,5,5,4,4,2,5,1,5,3,5,1,5,4,5,2,2,2,5,2,5,4,2,5,0
7682,4,2,4,2,5,3,3,2,4,3,2,5,4,3,5,2,3,3,3,1,4,3,4,3,4,2,3,4,2,4,3,3,4,3,1,4,2,3,4,3,0,2,3,5,4,3,2,2,4,3,2
7683,5,1,3,5,1,0,1,5,1,5,5,5,5,1,1,5,2,5,5,5,5,1,1,3,2,3,5,5,1,5,1,5,5,5,3,5,1,5,5,5,3,3,5,2,1,5,5,5,5,5,1
7684,3,2,3,2,4,1,3,2,2,4,4,4,4,1,5,4,4,4,4,3,1,5,2,5,2,3,1,3,5,3,4,1,3,1,5,1,5,2,5,3,5,1,5,1,5,1,0,5,5,5,3
7685,2,4,4,4,2,2,4,5,2,4,2,4,1,3,5,1,1,1,1,3,1,5,1,5,1,5,1,3,5,3,2,2,3,2,1,3,4,1,2,4,3,3,3,1,4,4,3,1,2,2,2
7686,2,4,3,3,3,4,2,3,3,4,4,4,4,4,4,4,2,2,4,5,2,3,4,4,4,3,3,3,4,3,2,4,4,4,2,4,3,4,2,4,4,2,3,2,4,3,4,4,2,5,1
7687,1,2,2,4,2,2,1,5,3,5,4,2,5,1,2,2,2,2,3,3,2,4,3,3,2,2,1,4,2,3,5,2,5,3,4,2,5,1,4,5,5,2,5,1,3,1,4,5,5,4,2
7688,3,1,5,1,5,2,5,1,5,1,2,4,4,1,2,2,2,1,2,4,1,4,2,5,2,4,1,4,5,5,4,2,5,2,1,5,4,3,5,2,2,1,5,1,5,1,5,4,5,5,0
7689,4,3,4,4,4,3,1,3,4,3,2,2,5,2,1,1,1,2,2,2,4,3,5,0,5,2,2,4,2,4,3,5,3,2,2,4,3,4,2,5,5,3,3,3,4,1,4,5,5,4,2
7690,3,1,4,1,4,1,3,1,3,2,5,2,5,3,3,3,3,3,4,2,1,5,3,5,1,4,1,4,5,4,2,3,5,3,4,3,4,4,2,4,5,2,5,4,5,1,5,2,4,5,3
7691,2,2,4,2,5,1,4,2,4,3,3,5,2,4,1,2,2,2,2,1,5,5,1,5,1,4,1,5,5,5,4,5,4,1,3,1,5,2,3,5,3,1,5,1,5,1,5,2,4,5,0
7692,3,2,4,3,5,1,2,2,2,3,4,4,3,4,4,3,2,1,4,1,2,4,5,4,2,3,2,4,4,5,4,2,2,1,5,2,4,1,4,4,3,4,2,4,4,3,4,2,4,4,0
7693,1,4,2,3,2,5,2,5,2,5,4,3,5,3,4,3,2,2,3,2,3,4,3,3,3,3,2,2,2,3,4,3,5,2,4,2,5,3,5,3,4,1,4,1,2,4,5,4,5,4,2
7694,1,4,2,5,4,4,2,4,1,5,2,4,5,2,2,0,2,1,1,2,1,5,1,5,1,3,1,3,5,3,2,5,3,3,2,4,4,2,5,3,4,1,5,1,4,1,3,5,5,5,2
7695,2,2,3,2,4,1,4,4,3,2,3,4,4,1,1,2,4,3,4,4,2,4,5,5,2,1,2,4,4,4,2,4,4,4,1,4,4,5,2,2,5,1,4,1,3,2,4,4,5,5,3
7696,5,1,4,2,5,1,5,3,5,3,5,3,5,2,2,5,3,3,5,3,5,5,2,4,2,3,1,4,5,3,5,1,3,3,5,1,4,3,5,3,1,3,3,3,3,2,2,1,5,3,3
7697,2,4,2,4,3,3,2,4,3,4,4,2,4,2,4,3,3,2,4,4,3,3,3,2,4,3,4,2,2,3,4,3,4,2,4,2,4,2,4,4,4,2,4,2,5,2,4,3,4,5,1
7698,1,3,3,1,2,2,1,3,3,5,4,3,5,3,3,4,3,4,4,3,1,4,5,5,2,3,1,4,3,2,4,1,5,1,3,4,5,1,5,5,3,1,3,3,3,3,5,1,5,4,1
7699,5,1,1,1,4,1,5,1,4,2,2,4,1,4,2,5,4,3,5,4,1,1,1,1,5,1,4,2,2,1,1,3,5,4,2,5,1,4,3,1,4,5,2,4,5,4,2,1,2,4,2
7700,4,3,5,3,5,2,5,3,3,5,3,5,4,5,2,2,1,1,3,1,2,0,3,5,1,5,1,5,4,5,5,2,5,1,5,1,5,1,5,5,4,2,5,1,5,3,5,4,5,5,0
7701,1,3,5,2,4,2,2,4,1,4,4,2,2,5,1,2,2,1,1,2,1,5,1,5,1,5,1,4,5,3,4,2,4,2,4,1,3,2,5,3,3,1,5,1,2,2,3,1,5,2,0
7702,4,1,4,3,4,1,2,2,4,3,2,4,1,5,2,2,2,1,3,1,1,5,2,5,1,4,2,5,5,4,3,2,2,3,2,3,3,4,3,2,5,1,5,1,5,1,5,4,5,5,0
7703,1,5,2,4,3,3,1,4,1,4,3,2,4,2,3,2,3,3,4,3,2,3,1,3,2,3,3,4,4,0,5,2,5,1,2,2,4,1,4,2,4,1,4,1,3,3,4,4,5,3,2
7704,2,1,2,2,5,1,1,2,3,4,1,3,2,4,1,1,1,1,2,2,2,4,2,4,1,1,2,4,3,4,3,3,4,1,2,4,4,2,2,4,4,1,4,1,5,1,5,4,4,5,0
7705,4,1,5,3,5,1,5,5,1,5,2,5,4,1,3,1,1,1,1,1,1,5,3,5,1,5,1,5,5,5,3,1,4,3,3,2,5,1,4,4,3,3,5,3,3,3,3,2,5,3,0
7706,3,4,3,3,5,2,5,2,2,4,3,3,3,3,3,2,3,3,2,3,5,4,1,2,1,2,2,5,4,3,3,1,3,1,4,4,1,1,2,3,3,4,4,4,3,3,4,1,5,3,2
7707,3,2,2,4,2,2,2,4,4,4,4,2,4,1,4,4,5,4,5,4,2,2,4,2,2,4,2,4,2,3,5,1,4,3,4,1,5,1,5,4,4,1,4,1,4,1,5,4,5,4,1
7708,2,5,1,5,2,5,2,5,3,5,4,5,4,1,5,4,4,3,4,5,1,4,3,4,2,5,3,3,4,3,2,5,4,5,1,5,3,3,1,3,4,3,5,1,3,1,3,4,4,5,1
7709,5,3,4,3,4,2,3,3,5,4,2,5,2,4,3,1,4,3,4,1,2,4,4,3,3,5,2,3,4,4,2,5,5,3,3,4,2,3,4,4,3,3,5,2,4,1,4,3,2,5,0
7710,3,4,4,2,4,2,4,2,3,4,2,4,2,4,2,4,3,3,3,2,5,4,3,2,4,2,4,2,5,4,4,1,4,1,4,2,4,4,4,4,4,2,5,2,4,2,5,2,4,4,2
7711,4,1,5,4,4,1,2,4,2,3,2,4,4,2,5,2,3,3,2,2,5,5,1,3,2,4,1,5,3,3,4,1,3,4,1,5,1,5,1,4,1,1,2,1,2,3,3,1,5,1,2
7712,2,5,2,5,2,1,1,1,1,5,4,3,4,3,4,2,4,4,2,2,3,2,1,5,1,4,2,4,4,3,3,5,2,4,2,5,3,4,3,3,3,4,4,4,3,2,3,3,5,3,1
7713,2,3,3,3,2,3,3,2,3,5,4,4,4,2,4,3,3,3,3,4,4,4,2,4,2,5,2,3,2,3,3,4,4,2,1,4,3,3,2,3,5,2,4,3,3,3,4,4,5,3,1
7714,4,3,4,3,3,2,4,2,3,4,5,4,4,3,3,4,4,4,4,3,2,4,5,4,2,3,2,4,4,3,3,4,4,3,2,3,3,3,3,3,5,4,5,2,4,1,3,4,4,4,3
7715,1,5,1,5,1,5,1,5,1,5,5,2,5,2,5,2,1,1,5,3,3,1,2,1,5,4,5,2,2,2,5,1,5,1,5,1,5,1,5,5,4,4,1,5,4,4,5,5,5,4,2
7716,3,2,4,3,4,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3,5,4,3,5,2,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,2,3,4,3,3,2,2,2,3,3,3
7717,1,5,3,5,1,5,1,1,5,5,2,1,4,5,5,5,1,1,5,1,4,3,1,5,5,1,5,1,5,5,3,1,4,1,1,5,1,2,1,5,3,1,5,1,4,1,5,5,5,5,2
7718,4,1,4,1,4,1,4,2,3,2,4,2,3,3,1,3,2,2,3,3,3,4,2,3,4,2,2,4,2,4,5,2,2,1,4,2,4,2,4,4,5,1,4,1,5,2,5,5,5,5,0
7719,1,5,2,5,1,4,1,5,1,5,4,4,4,3,2,3,3,3,3,3,5,3,1,4,4,4,3,4,3,3,5,1,4,2,3,1,4,1,5,5,3,3,4,3,3,2,4,4,3,3,2
7720,3,1,4,2,4,1,3,2,4,2,3,3,4,4,3,3,3,3,3,2,2,4,3,4,2,3,2,4,4,4,3,4,4,2,2,3,3,2,2,5,4,1,5,1,4,1,5,3,5,4,0
7721,5,1,3,1,3,3,5,1,3,1,1,5,1,5,3,1,1,3,1,1,1,5,1,3,3,3,3,3,5,5,3,3,5,1,1,3,3,3,5,5,3,1,5,3,5,1,5,3,5,5,0
7722,3,2,4,3,4,2,5,3,5,4,4,2,3,3,2,2,3,3,2,2,1,4,1,4,2,4,2,3,4,4,5,4,3,2,3,2,3,2,3,4,4,3,3,2,4,3,4,3,3,4,0
7723,3,4,4,4,2,2,2,4,3,4,5,1,5,3,1,4,2,1,4,2,2,3,2,4,0,2,4,3,4,3,4,2,5,3,4,2,5,1,5,5,5,1,5,1,4,1,5,5,5,5,2
7724,5,1,3,3,4,3,5,1,5,3,5,3,5,3,5,5,5,5,5,3,5,5,3,5,1,5,1,5,5,5,3,5,3,3,1,2,3,3,3,3,1,3,5,1,3,1,1,1,5,5,3
7725,1,1,5,3,5,1,0,5,2,2,4,5,2,1,2,1,1,1,1,1,1,5,1,5,1,2,1,5,5,3,5,3,5,1,2,1,5,2,5,5,5,1,3,1,5,1,5,1,5,5,0
7726,2,2,4,2,4,2,4,4,2,2,1,4,4,2,4,1,4,4,2,1,2,4,1,5,2,4,2,4,4,4,4,4,3,2,3,2,4,1,4,3,5,1,4,2,4,2,4,2,2,4,0
7727,2,3,3,5,3,2,2,2,0,5,4,3,3,2,5,1,3,2,2,4,1,3,2,4,2,4,2,4,4,4,4,1,4,2,1,2,4,1,4,4,5,2,5,1,4,1,4,4,4,4,2
7728,4,2,3,3,5,3,5,3,4,2,5,2,3,3,4,4,2,2,5,2,2,5,3,4,2,4,3,3,4,4,4,4,5,3,3,3,4,3,4,5,3,2,4,2,4,2,5,3,5,5,3
7729,2,4,2,3,2,2,2,3,4,4,2,3,2,4,3,3,2,2,4,2,4,3,3,2,4,1,4,3,1,2,2,4,2,3,3,4,2,2,2,2,4,1,4,1,5,1,4,4,5,5,2
7730,3,1,5,5,5,5,5,5,1,5,1,5,1,5,1,1,1,1,1,1,5,5,1,5,3,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,1,1,1,5,5,1,5,1,1,5,0
7731,1,2,4,3,5,2,4,4,2,4,0,3,5,3,4,1,1,1,1,3,1,4,1,5,2,5,2,1,5,5,3,4,4,3,1,4,2,3,1,4,4,2,5,2,3,5,2,3,5,4,2
7732,4,1,2,4,5,1,4,3,4,4,4,3,5,4,3,4,4,2,4,4,1,0,1,5,1,5,1,5,5,5,3,2,5,4,1,3,4,3,2,3,4,1,5,1,4,1,4,0,5,5,3
7733,1,4,2,4,3,4,1,5,1,5,5,2,5,1,1,4,5,5,2,5,3,2,2,2,2,3,4,3,2,2,2,1,4,3,2,3,3,2,1,2,4,2,5,1,3,2,4,4,1,4,1
7734,2,3,1,4,4,1,2,5,2,3,2,1,5,2,1,1,1,1,3,3,3,2,2,3,4,1,4,4,4,4,4,1,5,1,5,1,4,1,3,4,4,1,5,2,4,1,4,4,5,5,2
7735,1,3,1,5,4,2,1,5,1,5,5,2,4,1,2,2,3,3,2,5,1,4,1,4,1,4,2,4,4,0,4,4,4,4,1,4,4,4,4,2,4,4,5,1,2,1,2,2,4,2,1
7736,1,4,1,4,2,4,1,5,2,5,2,3,3,4,3,3,3,3,3,2,2,2,1,3,1,4,3,4,3,3,4,1,4,3,2,2,5,2,2,4,5,4,4,4,4,1,4,4,4,4,2
7737,4,2,3,2,5,2,5,3,3,2,1,4,3,4,2,1,2,1,1,2,4,5,1,3,2,2,2,2,3,3,4,1,5,1,2,2,5,2,4,4,4,1,2,1,4,1,4,3,4,4,0
7738,1,2,4,1,5,1,4,1,4,3,2,2,2,1,1,2,1,1,1,1,1,4,2,4,2,2,1,4,3,4,4,2,4,1,1,3,4,1,2,4,4,2,5,1,3,1,4,3,2,4,0
7739,5,1,5,2,4,2,5,1,5,2,3,3,4,2,4,1,2,2,3,2,1,5,3,5,1,4,1,4,5,4,5,4,4,3,5,3,3,3,4,4,2,2,4,3,4,2,4,1,4,4,0
7740,1,5,2,5,1,5,1,5,1,5,4,3,4,2,3,3,4,3,4,4,3,3,2,3,3,3,3,2,3,2,2,5,2,5,2,5,3,5,2,2,2,4,3,3,2,3,2,2,2,2,1
7741,3,1,4,2,3,2,2,2,4,3,3,2,4,2,4,4,4,4,4,4,2,4,5,4,2,3,2,4,4,4,4,3,4,4,3,4,2,2,2,4,5,2,4,2,4,2,4,4,4,4,3
7742,4,4,4,3,4,3,4,3,4,2,3,4,4,3,2,2,2,2,2,1,3,4,1,4,2,4,1,4,3,3,4,2,5,1,4,1,1,2,4,3,3,1,4,1,3,1,5,2,2,3,0
7743,1,3,1,4,1,2,1,4,2,5,4,2,5,2,2,2,2,2,2,4,2,3,1,4,2,3,2,3,4,3,2,4,3,4,2,4,4,3,3,3,4,2,4,2,3,2,4,4,4,4,1
7744,1,1,4,2,5,2,2,2,4,4,3,3,4,3,4,4,4,4,3,3,2,4,2,4,2,4,2,3,5,4,3,4,4,4,2,4,3,3,4,3,4,4,4,4,2,2,4,2,5,2,3
7745,3,4,4,3,4,2,3,5,1,4,3,5,4,4,1,2,2,2,2,2,3,4,4,2,4,4,3,4,2,3,5,4,5,3,4,5,3,2,4,3,4,1,5,2,4,1,4,4,4,4,2
7746,5,3,3,3,4,4,5,5,4,3,4,5,5,4,4,4,4,4,4,3,3,3,2,4,3,4,3,4,4,3,3,3,4,3,2,4,3,3,4,3,3,4,4,3,5,2,3,3,4,4,3
7747,3,2,3,1,3,3,4,2,3,2,3,3,5,2,1,2,3,2,1,1,5,3,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,4,5,5,0,2,5,1,3,3,3,2,5,4,0
7748,1,4,3,5,1,4,1,5,1,5,5,2,5,4,3,3,2,3,5,5,1,3,3,5,1,5,3,5,5,3,3,1,5,3,3,1,3,3,3,4,3,3,5,3,3,1,3,1,5,3,1
7749,4,2,5,3,4,1,4,2,5,2,2,5,1,5,5,4,1,1,1,1,1,4,4,5,5,4,4,5,5,5,3,1,3,2,2,1,5,3,4,4,4,1,5,2,5,1,5,4,5,5,0
7750,1,3,4,4,4,3,4,5,2,3,3,2,4,4,2,4,3,3,4,2,1,4,1,4,1,4,2,4,4,4,4,3,4,2,5,1,5,1,5,4,4,3,3,1,4,3,4,4,5,3,2
7751,3,2,2,4,4,3,2,4,2,5,4,2,4,3,4,4,4,3,4,2,1,4,2,5,2,5,2,5,5,4,4,3,4,2,3,2,4,2,4,4,4,2,4,2,4,2,4,4,5,2,3
7752,3,1,5,1,5,1,4,1,5,2,4,4,4,2,2,4,2,1,5,1,1,4,1,4,2,5,2,3,4,4,5,4,5,2,4,1,5,1,5,4,5,2,2,4,3,4,4,4,3,3,0
7753,3,1,4,3,4,3,5,4,2,2,3,4,5,4,1,1,5,1,4,5,1,4,3,3,1,4,1,4,4,4,4,3,3,3,2,1,3,3,4,3,2,2,4,3,2,2,3,1,3,3,3
7754,0,3,4,3,4,2,3,3,4,4,2,4,3,4,4,2,4,3,4,2,4,3,4,2,3,2,4,3,3,3,0,4,4,3,2,4,4,3,3,4,4,2,4,4,4,2,4,4,4,3,2
7755,1,3,3,3,3,3,1,3,5,5,5,3,5,1,5,1,5,5,5,5,5,5,3,5,1,1,1,5,5,5,5,1,5,3,3,1,5,3,3,5,3,1,3,1,5,1,5,3,5,3,3
7756,1,5,2,4,2,4,1,5,1,5,3,3,3,3,3,3,1,1,2,3,1,3,1,3,3,3,2,4,3,3,4,1,4,1,4,1,5,1,0,3,4,1,4,1,4,2,4,4,5,3,2
7757,5,1,4,4,4,4,4,3,5,4,4,5,4,2,2,4,4,4,4,2,2,5,4,4,4,4,2,4,4,4,2,4,2,4,2,4,4,5,2,4,1,1,5,2,5,3,4,2,5,5,3
7758,5,4,4,4,1,4,4,4,4,4,5,1,5,5,4,5,5,5,5,5,5,2,4,2,5,4,4,2,5,5,1,5,1,5,2,5,2,4,1,4,4,4,5,2,1,2,2,4,4,2,1
7759,5,1,5,1,5,1,5,2,5,1,5,2,5,2,3,5,4,4,5,3,3,4,4,2,3,3,3,3,4,3,4,2,4,3,3,2,4,3,3,4,4,2,5,2,3,1,4,3,3,3,3
7760,2,2,3,3,4,2,1,2,4,4,3,4,2,2,2,2,3,2,2,4,2,3,3,4,4,5,4,4,4,4,4,5,3,2,3,5,4,2,4,3,4,1,3,2,4,2,5,3,3,3,2
7761,2,4,3,4,2,3,4,5,2,4,2,4,3,2,4,2,3,3,2,4,1,4,2,4,1,4,2,4,4,3,3,3,4,3,4,4,3,2,2,3,3,1,5,2,4,2,5,1,4,4,2
7762,3,3,3,2,4,3,1,3,2,4,4,3,4,3,3,3,3,2,3,3,2,5,2,5,2,5,1,3,5,4,3,4,3,3,1,5,3,4,2,3,3,1,3,2,3,2,4,2,1,5,3
7763,4,3,3,2,5,1,4,2,3,4,4,3,4,1,1,2,3,1,1,1,2,4,1,4,1,4,1,4,4,5,5,4,4,1,4,2,4,1,5,5,3,2,5,1,5,1,4,2,4,5,0
7764,2,2,4,2,4,1,2,2,4,2,3,4,1,5,2,1,2,2,4,1,2,4,2,4,4,5,4,1,2,4,3,5,1,4,2,5,4,2,4,2,4,1,5,1,4,1,4,4,5,4,0
7765,4,1,3,1,5,1,5,2,5,1,4,3,5,1,5,5,5,5,5,5,1,3,1,4,1,5,3,5,3,3,3,1,3,1,1,3,5,3,3,3,3,3,5,3,3,1,3,3,5,5,3
7766,2,4,3,3,2,1,2,5,2,5,4,3,5,2,3,4,4,2,4,3,1,5,1,5,2,5,1,5,5,3,4,1,5,1,4,1,5,1,4,2,4,2,4,1,4,2,4,2,5,4,3
7767,3,1,2,3,3,1,2,3,4,2,3,3,4,1,2,3,3,2,4,5,4,4,2,4,2,4,3,2,4,3,2,2,5,2,1,1,4,2,2,4,4,1,4,2,4,1,5,3,5,4,3
7768,3,4,5,3,3,2,3,4,4,3,2,5,3,3,2,2,3,2,1,2,1,5,1,5,1,4,1,4,4,4,3,5,3,4,2,4,3,3,4,3,2,2,4,2,4,3,4,2,4,4,0
7769,2,3,1,3,2,3,1,1,4,5,4,1,4,2,4,2,4,4,4,3,4,3,2,2,2,4,3,5,3,4,2,3,4,5,2,3,4,2,3,3,4,4,4,4,3,2,4,4,5,3,1
7770,1,3,3,3,3,2,3,4,3,2,4,2,3,3,4,5,3,1,4,3,5,4,1,5,2,3,1,4,4,2,5,4,5,2,4,5,4,1,5,5,4,1,5,1,4,1,4,3,5,5,3
7771,1,3,4,4,4,3,1,4,2,3,3,2,5,1,4,2,1,1,2,3,1,5,1,5,1,5,1,5,5,4,4,3,5,2,3,4,4,2,5,4,4,2,4,1,4,2,4,3,5,5,3
7772,4,2,4,3,4,2,3,4,3,3,3,4,3,4,2,2,4,3,2,2,2,3,1,4,2,4,2,4,4,3,3,2,3,2,4,2,3,2,3,3,3,3,3,2,3,3,4,2,4,3,0
7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7774,3,3,3,4,3,3,4,4,4,3,3,4,3,0,2,2,3,4,3,3,4,4,2,4,2,4,4,4,3,4,3,4,4,3,2,4,3,3,4,4,2,2,4,2,4,4,4,3,4,4,3
7775,3,4,3,2,4,2,4,3,4,1,3,2,4,2,3,2,4,4,2,2,2,5,2,4,2,4,2,3,4,4,4,1,4,1,5,1,4,1,5,4,2,3,3,2,3,2,3,2,4,4,0
7776,3,3,3,3,3,2,3,4,2,3,4,3,4,2,3,3,4,4,2,3,1,4,3,5,2,5,2,3,5,3,2,5,3,4,1,5,3,4,3,4,2,2,4,1,3,1,3,2,5,4,3
7777,3,2,3,3,4,2,2,3,3,4,5,2,3,4,4,5,4,2,3,4,1,3,3,3,2,4,2,3,5,4,3,3,4,2,2,2,5,3,4,2,3,1,4,1,4,0,2,3,5,5,3
7778,3,1,5,3,4,2,5,3,3,2,3,4,5,1,3,1,4,4,4,4,1,5,1,4,1,4,1,4,4,5,5,2,4,1,5,1,5,1,4,5,4,4,4,2,3,1,4,3,4,3,0
7779,2,4,4,4,2,4,2,4,4,5,1,5,2,2,2,4,3,2,4,4,2,4,5,4,2,2,2,4,4,2,3,4,4,5,2,4,2,4,1,2,4,1,3,1,3,4,4,4,4,4,1
